Zip code,city,subcity,province
9870,Zulte,,Oost-Vlaanderen
9880,Aalter,,Oost-Vlaanderen
9910,Aalter,,Oost-Vlaanderen
9890,Gavere,,Oost-Vlaanderen
9900,Eeklo,,Oost-Vlaanderen
9920,Lievegem,,Oost-Vlaanderen
9940,Evergem,,Oost-Vlaanderen
9960,Assenede,,Oost-Vlaanderen
9970,Kaprijke,,Oost-Vlaanderen
9980,Sint-Laureins,,Oost-Vlaanderen
9990,Maldegem,,Oost-Vlaanderen
1020,Brussel,Laken,Brussels Hoofdstedelijk Gewest
1020,Bruxelles,Laeken,Brussels Hoofdstedelijk Gewest
1120,Brussel,Neder-Over-Heembeek,Brussels Hoofdstedelijk Gewest
1130,Brussel,Haren,Brussels Hoofdstedelijk Gewest
1300,Wavre,Limal,Brabant wallon
1301,Wavre,Bierges,Brabant wallon
1315,Incourt,Glimes,Brabant wallon
1315,Incourt,Opprebais,Brabant wallon
1315,Incourt,Piétrebais,Brabant wallon
1315,Incourt,Roux-Miroir,Brabant wallon
1320,Beauvechain,Hamme-Mille,Brabant wallon
1320,Beauvechain,L'Écluse,Brabant wallon
1320,Beauvechain,Nodebais,Brabant wallon
1320,Beauvechain,Tourinnes-la-Grosse,Brabant wallon
1325,Chaumont-Gistoux,Bonlez,Brabant wallon
1325,Chaumont-Gistoux,Corroy-le-Grand,Brabant wallon
1325,Chaumont-Gistoux,Dion-le-Mont,Brabant wallon
1325,Chaumont-Gistoux,Dion-le-Val,Brabant wallon
1325,Chaumont-Gistoux,Longueville,Brabant wallon
1331,Rixensart,Rosières,Brabant wallon
1332,Rixensart,Genval,Brabant wallon
1340,Ottignies-Louvain-la-Neuve,Ottignies,Brabant wallon
1341,Ottignies-Louvain-la-Neuve,Céroux-Mousty,Brabant wallon
1342,Ottignies-Louvain-la-Neuve,Limelette,Brabant wallon
1348,Ottignies-Louvain-la-Neuve,Louvain-la-Neuve,Brabant wallon
1350,Orp-Jauche,Enines,Brabant wallon
1350,Orp-Jauche,Folx-les-Caves,Brabant wallon
1350,Orp-Jauche,Jandrain-Jandrenouille,Brabant wallon
1350,Orp-Jauche,Jauche,Brabant wallon
1350,Orp-Jauche,Marilles,Brabant wallon
1350,Orp-Jauche,Noduwez,Brabant wallon
1350,Orp-Jauche,Orp-le-Grand,Brabant wallon
1357,Hélécine,Linsmeau,Brabant wallon
1357,Hélécine,Neerheylissem,Brabant wallon
1357,Hélécine,Opheylissem,Brabant wallon
1360,Perwez,Malèves-Sainte-Marie-Wastines,Brabant wallon
1360,Perwez,Orbais,Brabant wallon
1360,Perwez,Thorembais-les-Béguines,Brabant wallon
1360,Perwez,Thorembais-Saint-Trond,Brabant wallon
1367,Ramillies,Autre-Église,Brabant wallon
1367,Ramillies,Bomal,Brabant wallon
1367,Ramillies,Geest-Gérompont-Petit-Rosière,Brabant wallon
1367,Ramillies,Grand-Rosière-Hottomont,Brabant wallon
1367,Ramillies,Huppaye,Brabant wallon
1367,Ramillies,Mont-Saint-André,Brabant wallon
1367,Ramillies,Ramillies-Offus,Brabant wallon
1370,Jodoigne,Dongelberg,Brabant wallon
1370,Jodoigne,Jauchelette,Brabant wallon
1370,Jodoigne,Jodoigne-Souveraine,Brabant wallon
1370,Jodoigne,Lathuy,Brabant wallon
1370,Jodoigne,Mélin,Brabant wallon
1370,Jodoigne,Piétrain,Brabant wallon
1370,Jodoigne,Saint-Jean-Geest,Brabant wallon
1370,Jodoigne,Saint-Remy-Geest,Brabant wallon
1370,Jodoigne,Zétrud-Lumay,Brabant wallon
1380,Lasne,Couture-Saint-Germain,Brabant wallon
1380,Lasne,Lasne-Chapelle-Saint-Lambert,Brabant wallon
1380,Lasne,Maransart,Brabant wallon
1380,Lasne,Ohain,Brabant wallon
1380,Lasne,Plancenoit,Brabant wallon
1390,Grez-Doiceau,Archennes,Brabant wallon
1390,Grez-Doiceau,Biez,Brabant wallon
1390,Grez-Doiceau,Bossut-Gottechain,Brabant wallon
1390,Grez-Doiceau,Nethen,Brabant wallon
1400,Nivelles,Monstreux,Brabant wallon
1401,Nivelles,Baulers,Brabant wallon
1402,Nivelles,Thines,Brabant wallon
1404,Nivelles,Bornival,Brabant wallon
1421,Braine-l'Alleud,Ophain-Bois-Seigneur Isaac,Brabant wallon
1428,Braine-l'Alleud,Lillois-Witterzée,Brabant wallon
1430,Rebecq,Bierghes,Brabant wallon
1430,Rebecq,Quenast,Brabant wallon
1430,Rebecq,Rebecq-Rognon,Brabant wallon
1435,Mont-Saint-Guibert,Corbais,Brabant wallon
1435,Mont-Saint-Guibert,Hévillers,Brabant wallon
1440,Braine-le-Château,Wauthier-Braine,Brabant wallon
1450,Chastre,Chastre-Villeroux-Blanmont,Brabant wallon
1450,Chastre,Cortil-Noirmont,Brabant wallon
1450,Chastre,Gentinnes,Brabant wallon
1450,Chastre,Saint-Géry,Brabant wallon
1457,Walhain,Nil-Saint-Vincent-Saint-Martin,Brabant wallon
1457,Walhain,Tourinnes-Saint-Lambert,Brabant wallon
1457,Walhain,Walhain-Saint-Paul,Brabant wallon
1460,Ittre,Virginal-Samme,Brabant wallon
1461,Ittre,Haut-Ittre,Brabant wallon
1470,Genappe,Baisy-Thy,Brabant wallon
1470,Genappe,Bousval,Brabant wallon
1471,Genappe,Loupoigne,Brabant wallon
1472,Genappe,Vieux-Genappe,Brabant wallon
1473,Genappe,Glabais,Brabant wallon
1474,Genappe,Ways,Brabant wallon
1476,Genappe,Houtain-le-Val,Brabant wallon
1480,Tubize,Clabecq,Brabant wallon
1480,Tubize,Oisquercq,Brabant wallon
1480,Tubize,Saintes,Brabant wallon
1495,Villers-la-Ville,Marbais,Brabant wallon
1495,Villers-la-Ville,Mellery,Brabant wallon
1495,Villers-la-Ville,Sart-Dames-Avelines,Brabant wallon
1495,Villers-la-Ville,Tilly,Brabant wallon
1501,Halle,Buizingen,Vlaams-Brabant
1502,Halle,Lembeek,Vlaams-Brabant
1540,Herne,Herfelingen,Vlaams-Brabant
1541,Herne,Sint-Pieters-Kapelle,Vlaams-Brabant
1570,Galmaarden,Tollembeek,Vlaams-Brabant
1570,Galmaarden,Vollezele,Vlaams-Brabant
1600,Sint-Pieters-Leeuw,Oudenaken,Vlaams-Brabant
1600,Sint-Pieters-Leeuw,Sint-Laureins-Berchem,Vlaams-Brabant
1601,Sint-Pieters-Leeuw,Ruisbroek,Vlaams-Brabant
1602,Sint-Pieters-Leeuw,Vlezenbeek,Vlaams-Brabant
1651,Beersel,Lot,Vlaams-Brabant
1652,Beersel,Alsemberg,Vlaams-Brabant
1653,Beersel,Dworp,Vlaams-Brabant
1654,Beersel,Huizingen,Vlaams-Brabant
1670,Pepingen,Bogaarden,Vlaams-Brabant
1670,Pepingen,Heikruis,Vlaams-Brabant
1671,Pepingen,Elingen,Vlaams-Brabant
1673,Pepingen,Beert,Vlaams-Brabant
1674,Pepingen,Bellingen,Vlaams-Brabant
1700,Dilbeek,Sint-Martens-Bodegem,Vlaams-Brabant
1700,Dilbeek,Sint-Ulriks-Kapelle,Vlaams-Brabant
1701,Dilbeek,Itterbeek,Vlaams-Brabant
1702,Dilbeek,Groot-Bijgaarden,Vlaams-Brabant
1703,Dilbeek,Schepdaal,Vlaams-Brabant
1730,Asse,Bekkerzeel,Vlaams-Brabant
1730,Asse,Kobbegem,Vlaams-Brabant
1730,Asse,Mollem,Vlaams-Brabant
1731,Asse,Relegem,Vlaams-Brabant
1731,Asse,Zellik,Vlaams-Brabant
1741,Ternat,Wambeek,Vlaams-Brabant
1742,Ternat,Sint-Katherina-Lombeek,Vlaams-Brabant
1745,Opwijk,Mazenzele,Vlaams-Brabant
1750,Lennik,Gaasbeek,Vlaams-Brabant
1750,Lennik,Sint-Kwintens-Lennik,Vlaams-Brabant
1750,Lennik,Sint-Martens-Lennik,Vlaams-Brabant
1755,Gooik,Kester,Vlaams-Brabant
1755,Gooik,Leerbeek,Vlaams-Brabant
1755,Gooik,Oetingen,Vlaams-Brabant
1760,Roosdaal,Onze-Lieve-Vrouw-Lombeek,Vlaams-Brabant
1760,Roosdaal,Pamel,Vlaams-Brabant
1760,Roosdaal,Strijtem,Vlaams-Brabant
1761,Roosdaal,Borchtlombeek,Vlaams-Brabant
1785,Merchtem,Brussegem,Vlaams-Brabant
1785,Merchtem,Hamme,Vlaams-Brabant
1790,Affligem,Essene,Vlaams-Brabant
1790,Affligem,Hekelgem,Vlaams-Brabant
1790,Affligem,Teralfene,Vlaams-Brabant
1800,Vilvoorde,Peutie,Vlaams-Brabant
1820,Steenokkerzeel,Melsbroek,Vlaams-Brabant
1820,Steenokkerzeel,Perk,Vlaams-Brabant
1831,Machelen,Diegem,Vlaams-Brabant
1840,Londerzeel,Malderen,Vlaams-Brabant
1840,Londerzeel,Steenhuffel,Vlaams-Brabant
1851,Grimbergen,Humbeek,Vlaams-Brabant
1852,Grimbergen,Beigem,Vlaams-Brabant
1853,Grimbergen,Strombeek-Bever,Vlaams-Brabant
1861,Meise,Wolvertem,Vlaams-Brabant
1880,Kapelle-op-den-Bos,Nieuwenrode,Vlaams-Brabant
1880,Kapelle-op-den-Bos,Ramsdonk,Vlaams-Brabant
1910,Kampenhout,Berg,Vlaams-Brabant
1910,Kampenhout,Buken,Vlaams-Brabant
1910,Kampenhout,Nederokkerzeel,Vlaams-Brabant
1930,Zaventem,Nossegem,Vlaams-Brabant
1932,Zaventem,Sint-Stevens-Woluwe,Vlaams-Brabant
1933,Zaventem,Sterrebeek,Vlaams-Brabant
1980,Zemst,Eppegem,Vlaams-Brabant
1981,Zemst,Hofstade,Vlaams-Brabant
1982,Zemst,Elewijt,Vlaams-Brabant
1982,Zemst,Weerde,Vlaams-Brabant
2040,Antwerpen,Berendrecht,Antwerpen
2040,Antwerpen,Lillo,Antwerpen
2040,Antwerpen,Zandvliet,Antwerpen
2070,Zwijndrecht,Burcht,Antwerpen
2100,Antwerpen,Deurne,Antwerpen
2140,Antwerpen,Borgerhout,Antwerpen
2170,Antwerpen,Merksem,Antwerpen
2180,Antwerpen,Ekeren,Antwerpen
2200,Herentals,Morkhoven,Antwerpen
2200,Herentals,Noorderwijk,Antwerpen
2220,Heist-op-den-Berg,Hallaar,Antwerpen
2221,Heist-op-den-Berg,Booischot,Antwerpen
2222,Heist-op-den-Berg,Itegem,Antwerpen
2222,Heist-op-den-Berg,Wiekevorst,Antwerpen
2223,Heist-op-den-Berg,Schriek,Antwerpen
2230,Herselt,Ramsel,Antwerpen
2235,Hulshout,Houtvenne,Antwerpen
2235,Hulshout,Westmeerbeek,Antwerpen
2240,Zandhoven,Massenhoven,Antwerpen
2240,Zandhoven,Viersel,Antwerpen
2242,Zandhoven,Pulderbos,Antwerpen
2243,Zandhoven,Pulle,Antwerpen
2260,Westerlo,Oevel,Antwerpen
2260,Westerlo,Tongerlo,Antwerpen
2260,Westerlo,Zoerle-Parwijs,Antwerpen
2275,Lille,Gierle,Antwerpen
2275,Lille,Poederlee,Antwerpen
2275,Lille,Wechelderzande,Antwerpen
2288,Grobbendonk,Bouwel,Antwerpen
2321,Hoogstraten,Meer,Antwerpen
2322,Hoogstraten,Minderhout,Antwerpen
2323,Hoogstraten,Wortel,Antwerpen
2328,Hoogstraten,Meerle,Antwerpen
2340,Beerse,Vlimmeren,Antwerpen
2381,Ravels,Weelde,Antwerpen
2382,Ravels,Poppel,Antwerpen
2390,Malle,Oostmalle,Antwerpen
2390,Malle,Westmalle,Antwerpen
2430,Laakdal,Eindhout,Antwerpen
2430,Laakdal,Vorst,Antwerpen
2431,Laakdal,Varendonk,Antwerpen
2431,Laakdal,Veerle,Antwerpen
2460,Kasterlee,Lichtaart,Antwerpen
2460,Kasterlee,Tielen,Antwerpen
2491,Balen,Olmen,Antwerpen
2500,Lier,Koningshooikt,Antwerpen
2520,Ranst,Broechem,Antwerpen
2520,Ranst,Emblem,Antwerpen
2520,Ranst,Oelegem,Antwerpen
2531,Boechout,Vremde,Antwerpen
2550,Kontich,Waarloos,Antwerpen
2560,Nijlen,Bevel,Antwerpen
2560,Nijlen,Kessel,Antwerpen
2580,Putte,Beerzel,Antwerpen
2590,Berlaar,Gestel,Antwerpen
2600,Antwerpen,Berchem,Antwerpen
2610,Antwerpen,Wilrijk,Antwerpen
2660,Antwerpen,Hoboken,Antwerpen
2800,Mechelen,Walem,Antwerpen
2801,Mechelen,Heffen,Antwerpen
2811,Mechelen,Hombeek,Antwerpen
2811,Mechelen,Leest,Antwerpen
2812,Mechelen,Muizen,Antwerpen
2820,Bonheiden,Rijmenam,Antwerpen
2830,Willebroek,Blaasveld,Antwerpen
2830,Willebroek,Heindonk,Antwerpen
2830,Willebroek,Tisselt,Antwerpen
2840,Rumst,Reet,Antwerpen
2840,Rumst,Terhagen,Antwerpen
2861,Sint-Katelijne-Waver,Onze-Lieve-Vrouw-Waver,Antwerpen
2870,Puurs-Sint-Amands,Breendonk,Antwerpen
2870,Puurs-Sint-Amands,Liezele,Antwerpen
2870,Puurs-Sint-Amands,Ruisbroek,Antwerpen
2880,Bornem,Hingene,Antwerpen
2880,Bornem,Mariekerke,Antwerpen
2880,Bornem,Weert,Antwerpen
2890,Puurs-Sint-Amands,Lippelo,Antwerpen
2890,Puurs-Sint-Amands,Oppuurs,Antwerpen
2940,Stabroek,Hoevenen,Antwerpen
2960,Brecht,Sint-Job-in-'t-Goor,Antwerpen
2960,Brecht,Sint-Lenaarts,Antwerpen
2970,Schilde,'s-Gravenwezel,Antwerpen
2980,Zoersel,Halle,Antwerpen
2990,Wuustwezel,Loenhout,Antwerpen
3001,Leuven,Heverlee,Vlaams-Brabant
3010,Leuven,Kessel-Lo,Vlaams-Brabant
3012,Leuven,Wilsele,Vlaams-Brabant
3018,Leuven,Wijgmaal,Vlaams-Brabant
3020,Herent,Veltem-Beisem,Vlaams-Brabant
3020,Herent,Winksele,Vlaams-Brabant
3040,Huldenberg,Loonbeek,Vlaams-Brabant
3040,Huldenberg,Neerijse,Vlaams-Brabant
3040,Huldenberg,Ottenburg,Vlaams-Brabant
3040,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant
3051,Oud-Heverlee,Sint-Joris-Weert,Vlaams-Brabant
3052,Oud-Heverlee,Blanden,Vlaams-Brabant
3053,Oud-Heverlee,Haasrode,Vlaams-Brabant
3054,Oud-Heverlee,Vaalbeek,Vlaams-Brabant
3060,Bertem,Korbeek-Dijle,Vlaams-Brabant
3061,Bertem,Leefdaal,Vlaams-Brabant
3071,Kortenberg,Erps-Kwerps,Vlaams-Brabant
3078,Kortenberg,Everberg,Vlaams-Brabant
3078,Kortenberg,Meerbeek,Vlaams-Brabant
3080,Tervuren,Duisburg,Vlaams-Brabant
3080,Tervuren,Vossem,Vlaams-Brabant
3111,Rotselaar,Wezemaal,Vlaams-Brabant
3118,Rotselaar,Werchter,Vlaams-Brabant
3128,Tremelo,Baal,Vlaams-Brabant
3130,Begijnendijk,Betekom,Vlaams-Brabant
3150,Haacht,Tildonk,Vlaams-Brabant
3150,Haacht,Wespelaar,Vlaams-Brabant
3191,Boortmeerbeek,Hever,Vlaams-Brabant
3200,Aarschot,Gelrode,Vlaams-Brabant
3201,Aarschot,Langdorp,Vlaams-Brabant
3202,Aarschot,Rillaar,Vlaams-Brabant
3210,Lubbeek,Linden,Vlaams-Brabant
3211,Lubbeek,Binkom,Vlaams-Brabant
3212,Lubbeek,Pellenberg,Vlaams-Brabant
3220,Holsbeek,Sint-Pieters-Rode,Vlaams-Brabant
3220,Lubbeek,Kortrijk-Dutsel,Vlaams-Brabant
3221,Holsbeek,Nieuwrode,Vlaams-Brabant
3270,Scherpenheuvel-Zichem,Scherpenheuvel,Vlaams-Brabant
3271,Scherpenheuvel-Zichem,Averbode,Vlaams-Brabant
3271,Scherpenheuvel-Zichem,Zichem,Vlaams-Brabant
3272,Scherpenheuvel-Zichem,Messelbroek,Vlaams-Brabant
3272,Scherpenheuvel-Zichem,Testelt,Vlaams-Brabant
3290,Diest,Deurne,Vlaams-Brabant
3290,Diest,Schaffen,Vlaams-Brabant
3290,Diest,Webbekom,Vlaams-Brabant
3293,Diest,Kaggevinne,Vlaams-Brabant
3294,Diest,Molenstede,Vlaams-Brabant
3300,Tienen,Bost,Vlaams-Brabant
3300,Tienen,Goetsenhoven,Vlaams-Brabant
3300,Tienen,Hakendover,Vlaams-Brabant
3300,Tienen,Kumtich,Vlaams-Brabant
3300,Tienen,Oorbeek,Vlaams-Brabant
3300,Tienen,Oplinter,Vlaams-Brabant
3300,Tienen,Sint-Margriete-Houtem,Vlaams-Brabant
3300,Tienen,Vissenaken,Vlaams-Brabant
3320,Hoegaarden,Meldert,Vlaams-Brabant
3321,Hoegaarden,Outgaarden,Vlaams-Brabant
3350,Linter,Drieslinter,Vlaams-Brabant
3350,Linter,Melkwezer,Vlaams-Brabant
3350,Linter,Neerhespen,Vlaams-Brabant
3350,Linter,Neerlinter,Vlaams-Brabant
3350,Linter,Orsmaal-Gussenhoven,Vlaams-Brabant
3350,Linter,Overhespen,Vlaams-Brabant
3350,Linter,Wommersom,Vlaams-Brabant
3360,Bierbeek,Korbeek-Lo,Vlaams-Brabant
3360,Bierbeek,Lovenjoel,Vlaams-Brabant
3360,Bierbeek,Opvelp,Vlaams-Brabant
3370,Boutersem,Kerkom,Vlaams-Brabant
3370,Boutersem,Neervelp,Vlaams-Brabant
3370,Boutersem,Roosbeek,Vlaams-Brabant
3370,Boutersem,Vertrijk,Vlaams-Brabant
3370,Boutersem,Willebringen,Vlaams-Brabant
3380,Glabbeek,Bunsbeek,Vlaams-Brabant
3380,Glabbeek,Glabbeek-Zuurbemde,Vlaams-Brabant
3381,Glabbeek,Kapellen,Vlaams-Brabant
3384,Glabbeek,Attenrode,Vlaams-Brabant
3390,Tielt-Winge,Houwaart,Vlaams-Brabant
3390,Tielt-Winge,Sint-Joris-Winge,Vlaams-Brabant
3390,Tielt-Winge,Tielt,Vlaams-Brabant
3391,Tielt-Winge,Meensel-Kiezegem,Vlaams-Brabant
3400,Landen,Eliksem,Vlaams-Brabant
3400,Landen,Ezemaal,Vlaams-Brabant
3400,Landen,Laar,Vlaams-Brabant
3400,Landen,Neerwinden,Vlaams-Brabant
3400,Landen,Overwinden,Vlaams-Brabant
3400,Landen,Rumsdorp,Vlaams-Brabant
3400,Landen,Wange,Vlaams-Brabant
3401,Landen,Waasmont,Vlaams-Brabant
3401,Landen,Walsbets,Vlaams-Brabant
3401,Landen,Walshoutem,Vlaams-Brabant
3401,Landen,Wezeren,Vlaams-Brabant
3404,Landen,Attenhoven,Vlaams-Brabant
3404,Landen,Neerlanden,Vlaams-Brabant
3440,Zoutleeuw,Budingen,Vlaams-Brabant
3440,Zoutleeuw,Dormaal,Vlaams-Brabant
3440,Zoutleeuw,Halle-Booienhoven,Vlaams-Brabant
3440,Zoutleeuw,Helen-Bos,Vlaams-Brabant
3450,Geetbets,Grazen,Vlaams-Brabant
3454,Geetbets,Rummen,Vlaams-Brabant
3460,Bekkevoort,Assent,Vlaams-Brabant
3461,Bekkevoort,Molenbeek-Wersbeek,Vlaams-Brabant
3470,Kortenaken,Ransberg,Vlaams-Brabant
3471,Kortenaken,Hoeleden,Vlaams-Brabant
3472,Kortenaken,Kersbeek-Miskom,Vlaams-Brabant
3473,Kortenaken,Waanrode,Vlaams-Brabant
3500,Hasselt,Sint-Lambrechts-Herk,Limburg
3501,Hasselt,Wimmertingen,Limburg
3510,Hasselt,Kermt,Limburg
3510,Hasselt,Spalbeek,Limburg
3511,Hasselt,Kuringen,Limburg
3511,Hasselt,Stokrooie,Limburg
3512,Hasselt,Stevoort,Limburg
3530,Houthalen-Helchteren,Helchteren,Limburg
3530,Houthalen-Helchteren,Houthalen,Limburg
3540,Herk-de-Stad,Berbroek,Limburg
3540,Herk-de-Stad,Donk,Limburg
3540,Herk-de-Stad,Schulen,Limburg
3545,Halen,Loksbergen,Limburg
3545,Halen,Zelem,Limburg
3550,Heusden-Zolder,Heusden,Limburg
3550,Heusden-Zolder,Zolder,Limburg
3560,Lummen,Linkhout,Limburg
3560,Lummen,Meldert,Limburg
3581,Beringen,Beverlo,Limburg
3582,Beringen,Koersel,Limburg
3583,Beringen,Paal,Limburg
3620,Lanaken,Gellik,Limburg
3620,Lanaken,Neerharen,Limburg
3620,Lanaken,Veldwezelt,Limburg
3621,Lanaken,Rekem,Limburg
3630,Maasmechelen,Eisden,Limburg
3630,Maasmechelen,Leut,Limburg
3630,Maasmechelen,Mechelen-aan-de-Maas,Limburg
3630,Maasmechelen,Meeswijk,Limburg
3630,Maasmechelen,Opgrimbie,Limburg
3630,Maasmechelen,Vucht,Limburg
3631,Maasmechelen,Boorsem,Limburg
3631,Maasmechelen,Uikhoven,Limburg
3640,Kinrooi,Kessenich,Limburg
3640,Kinrooi,Molenbeersel,Limburg
3640,Kinrooi,Ophoven,Limburg
3650,Dilsen-Stokkem,Dilsen,Limburg
3650,Dilsen-Stokkem,Elen,Limburg
3650,Dilsen-Stokkem,Lanklaar,Limburg
3650,Dilsen-Stokkem,Rotem,Limburg
3650,Dilsen-Stokkem,Stokkem,Limburg
3668,As,Niel-bij-As,Limburg
3670,Oudsbergen,Ellikom,Limburg
3670,Oudsbergen,Gruitrode,Limburg
3670,Oudsbergen,Meeuwen,Limburg
3670,Oudsbergen,Neerglabbeek,Limburg
3670,Oudsbergen,Wijshagen,Limburg
3680,Maaseik,Neeroeteren,Limburg
3680,Maaseik,Opoeteren,Limburg
3700,Tongeren,Berg,Limburg
3700,Tongeren,Diets-Heur,Limburg
3700,Tongeren,Haren,Limburg
3700,Tongeren,Henis,Limburg
3700,Tongeren,Kolmont,Limburg
3700,Tongeren,Koninksem,Limburg
3700,Tongeren,Lauw,Limburg
3700,Tongeren,Mal,Limburg
3700,Tongeren,Neerrepen,Limburg
3700,Tongeren,Nerem,Limburg
3700,Tongeren,Overrepen,Limburg
3700,Tongeren,Piringen,Limburg
3700,Tongeren,Riksingen,Limburg
3700,Tongeren,Rutten,Limburg
3700,Tongeren,'s-Herenelderen,Limburg
3700,Tongeren,Sluizen,Limburg
3700,Tongeren,Vreren,Limburg
3700,Tongeren,Widooie,Limburg
3721,Kortessem,Vliermaalroot,Limburg
3722,Kortessem,Wintershoven,Limburg
3723,Kortessem,Guigoven,Limburg
3724,Kortessem,Vliermaal,Limburg
3730,Hoeselt,Romershoven,Limburg
3730,Hoeselt,Sint-Huibrechts-Hern,Limburg
3730,Hoeselt,Werm,Limburg
3732,Hoeselt,Schalkhoven,Limburg
3740,Bilzen,Beverst,Limburg
3740,Bilzen,Eigenbilzen,Limburg
3740,Bilzen,Grote-Spouwen,Limburg
3740,Bilzen,Hees,Limburg
3740,Bilzen,Kleine-Spouwen,Limburg
3740,Bilzen,Mopertingen,Limburg
3740,Bilzen,Munsterbilzen,Limburg
3740,Bilzen,Rijkhoven,Limburg
3740,Bilzen,Rosmeer,Limburg
3740,Bilzen,Waltwilder,Limburg
3742,Bilzen,Martenslinde,Limburg
3746,Bilzen,Hoelbeek,Limburg
3770,Riemst,Genoelselderen,Limburg
3770,Riemst,Herderen,Limburg
3770,Riemst,Kanne,Limburg
3770,Riemst,Membruggen,Limburg
3770,Riemst,Millen,Limburg
3770,Riemst,Val-Meer,Limburg
3770,Riemst,Vlijtingen,Limburg
3770,Riemst,Vroenhoven,Limburg
3770,Riemst,Zichen-Zussen--Bolder,Limburg
3790,Voeren,Fourons-Saint-Martin,Limburg
3790,Voeren,Moelingen,Limburg
3790,Voeren,Mouland,Limburg
3790,Voeren,Sint-Martens-Voeren,Limburg
3791,Voeren,Remersdaal,Limburg
3792,Voeren,Fourons-Saint-Pierre,Limburg
3792,Voeren,Sint-Pieters-Voeren,Limburg
3793,Voeren,Teuven,Limburg
3798,Voeren,Fourons-le-Comte,Limburg
3798,Voeren,'s-Gravenvoeren,Limburg
3800,Sint-Truiden,Aalst,Limburg
3800,Sint-Truiden,Brustem,Limburg
3800,Sint-Truiden,Engelmanshoven,Limburg
3800,Sint-Truiden,Gelinden,Limburg
3800,Sint-Truiden,Groot-Gelmen,Limburg
3800,Sint-Truiden,Halmaal,Limburg
3800,Sint-Truiden,Ordingen,Limburg
3800,Sint-Truiden,Zepperen,Limburg
3803,Sint-Truiden,Duras,Limburg
3803,Sint-Truiden,Gorsem,Limburg
3803,Sint-Truiden,Runkelen,Limburg
3803,Sint-Truiden,Wilderen,Limburg
3806,Sint-Truiden,Velm,Limburg
3830,Wellen,Berlingen,Limburg
3831,Wellen,Herten,Limburg
3832,Wellen,Ulbeek,Limburg
3840,Borgloon,Bommershoven,Limburg
3840,Borgloon,Broekom,Limburg
3840,Borgloon,Gors-Opleeuw,Limburg
3840,Borgloon,Gotem,Limburg
3840,Borgloon,Groot-Loon,Limburg
3840,Borgloon,Hendrieken,Limburg
3840,Borgloon,Hoepertingen,Limburg
3840,Borgloon,Jesseren,Limburg
3840,Borgloon,Kerniel,Limburg
3840,Borgloon,Kuttekoven,Limburg
3840,Borgloon,Rijkel,Limburg
3840,Borgloon,Voort,Limburg
3850,Nieuwerkerken,Binderveld,Limburg
3850,Nieuwerkerken,Kozen,Limburg
3850,Nieuwerkerken,Wijer,Limburg
3870,Heers,Batsheers,Limburg
3870,Heers,Gutschoven,Limburg
3870,Heers,Heks,Limburg
3870,Heers,Horpmaal,Limburg
3870,Heers,Klein-Gelmen,Limburg
3870,Heers,Mechelen-Bovelingen,Limburg
3870,Heers,Mettekoven,Limburg
3870,Heers,Opheers,Limburg
3870,Heers,Rukkelingen-Loon,Limburg
